Symbol,% Chg(Open),Last Trade,Change ,High  ,Low   ,Volume    ,Prev Close,Open  ,% Change,Market Cap,Sector                ,Exchange,P/E (ttm), 
JAZZ  ,-2.84      ,134.33    ,+1.71  ,138.49,132.31,621634    ,132.62    ,138.25,+1.29   ,7.94B     ,Health Care           ,NASDAQ  ,23.19    , 
DLTR  ,-2.74      ,76.81     ,+0.13  ,82.10 ,74.74 ,8590246   ,76.68     ,78.97 ,+0.17   ,18.10B    ,Consumer Discretionary,NGM/NGS ,22.55    , 
FII   ,-2.72      ,27.05     ,-0.12  ,27.85 ,26.97 ,526844    ,27.17     ,27.80 ,-0.46   ,2.76B     ,Financials            ,NYSE    ,13.38    , 
DDAIY ,-2.70      ,72.00     ,-1.84  ,74.00 ,71.80 ,4174      ,73.84     ,74.00 ,-2.49   ,77.84B    ,Consumer Discretionary,OTC     ,8.27     , 
BURL  ,-2.59      ,87.23     ,-1.78  ,89.85 ,86.06 ,1615553   ,89.01     ,89.55 ,-2.00   ,6.28B     ,Consumer Discretionary,NYSE    ,34.19    , 
MNK   ,-2.43      ,51.83     ,-0.59  ,53.60 ,51.06 ,1862123   ,52.42     ,53.12 ,-1.13   ,5.49B     ,Health Care           ,NYSE    ,20.34    , 
GPS   ,-2.43      ,24.34     ,-0.48  ,25.06 ,23.97 ,4859583   ,24.82     ,24.94 ,-1.95   ,9.90B     ,Consumer Discretionary,NYSE    ,14.69    , 
QVCA  ,-2.42      ,18.97     ,+0.09  ,19.44 ,18.50 ,3487057   ,18.88     ,19.44 ,+0.48   ,8.78B     ,Consumer Discretionary,NASDAQ  ,18.16    , 
LM    ,-2.34      ,37.52     ,-0.20  ,38.90 ,37.46 ,1161547   ,37.72     ,38.42 ,-0.53   ,3.68B     ,Financials            ,NYSE    ,38.64    , 
SPPJY ,-2.33      ,6.29      ,-0.02  ,6.44  ,6.29  ,21312     ,6.31      ,6.44  ,-0.32   ,3.49B     ,Materials             ,OTC     ,10.09    , 
DPZ   ,-2.25      ,187.33    ,-2.48  ,192.01,185.53,787111    ,189.81    ,191.64,-1.31   ,9.12B     ,Consumer Discretionary,NYSE    ,47.19    , 
CNV   ,-2.24      ,5.23      ,-0.02  ,5.37  ,5.23  ,3434      ,5.25      ,5.35  ,-0.38   ,2.32B     ,Consumer Discretionary,NASDAQ  ,23.23    , 
ROST  ,-2.23      ,66.50     ,-2.08  ,68.25 ,65.63 ,6048515   ,68.58     ,68.02 ,-3.03   ,27.03B    ,Consumer Discretionary,NGM/NGS ,25.21    , 
SIX   ,-2.17      ,59.86     ,-0.75  ,61.20 ,59.52 ,678149    ,60.61     ,61.19 ,-1.24   ,5.53B     ,Consumer Discretionary,NYSE    ,48.49    , 
KSS   ,-2.14      ,42.00     ,-0.62  ,43.25 ,41.65 ,2552128   ,42.62     ,42.92 ,-1.45   ,7.52B     ,Consumer Discretionary,NYSE    ,13.70    , 
NTES  ,-2.12      ,301.02    ,-4.04  ,308.66,296.21,1144463   ,305.06    ,307.52,-1.33   ,40.45B    ,Information Technology,NGM/NGS ,23.07    , 
LBTYA ,-2.06      ,35.13     ,-0.57  ,36.11 ,35.01 ,2671138   ,35.70     ,35.87 ,-1.60   ,31.58B    ,Consumer Discretionary,NGM/NGS ,21.16    , 
LBTYK ,-2.04      ,34.52     ,-0.57  ,35.37 ,34.43 ,2760867   ,35.09     ,35.24 ,-1.62   ,31.58B    ,Consumer Discretionary,NGM/NGS ,20.80    , 
MIDD  ,-2.00      ,142.11    ,+3.40  ,150.87,141.85,865395    ,138.71    ,145.00,+2.45   ,7.98B     ,Industrials           ,NGM/NGS ,31.24    , 
TGT   ,-1.99      ,57.61     ,-1.16  ,59.33 ,57.35 ,18251717  ,58.77     ,58.78 ,-1.97   ,33.01B    ,Consumer Discretionary,NYSE    ,10.46    , 
UHS   ,-1.93      ,126.33    ,+0.73  ,129.74,125.51,923217    ,125.60    ,128.81,+0.58   ,11.26B    ,Health Care           ,NYSE    ,17.69    , 
PAG   ,-1.91      ,50.29     ,-0.01  ,51.38 ,49.73 ,339940    ,50.30     ,51.27 ,-0.02   ,4.30B     ,Consumer Discretionary,NYSE    ,12.62    , 
AB    ,-1.88      ,23.45     ,-0.25  ,24.00 ,23.35 ,304345    ,23.70     ,23.90 ,-1.05   ,2.29B     ,Financials            ,NYSE    ,10.61    , 
CLF   ,-1.80      ,10.89     ,+0.23  ,11.27 ,10.71 ,17326944  ,10.66     ,11.09 ,+2.16   ,3.07B     ,Materials             ,NYSE    ,12.24    , 
FBR   ,-1.80      ,8.475     ,-0.075 ,8.71  ,8.38  ,1378951   ,8.55      ,8.63  ,-0.88   ,4.74B     ,Materials             ,NYSE    ,10.05    , 
CHDN  ,-1.77      ,152.55    ,+2.25  ,155.30,148.05,69224     ,150.30    ,155.30,+1.50   ,2.50B     ,Consumer Discretionary,NGM/NGS ,28.86    , 
HEI   ,-1.77      ,86.09     ,+3.94  ,88.01 ,85.78 ,268509    ,82.15     ,87.64 ,+4.80   ,5.08B     ,Industrials           ,NYSE    ,35.87    , 
DG    ,-1.75      ,73.44     ,+0.42  ,75.39 ,72.55 ,3868083   ,73.02     ,74.75 ,+0.58   ,20.17B    ,Consumer Discretionary,NYSE    ,17.13    , 
VIAV  ,-1.71      ,10.04     ,+0.02  ,10.21 ,9.95  ,4711278   ,10.02     ,10.21 ,+0.15   ,2.31B     ,Information Technology,NASDAQ  ,25.62    , 
RBA   ,-1.70      ,33.46     ,-0.23  ,34.24 ,33.38 ,352757    ,33.69     ,34.04 ,-0.68   ,3.62B     ,Industrials           ,NYSE    ,39.64    , 
JBT   ,-1.70      ,89.45     ,+0.05  ,91.75 ,89.25 ,117336    ,89.40     ,91.00 ,+0.06   ,2.61B     ,Industrials           ,NYSE    ,40.70    , 
WEX   ,-1.67      ,111.00    ,-0.23  ,113.27,110.64,322756    ,111.23    ,112.88,-0.21   ,4.75B     ,Information Technology,NYSE    ,75.16    , 
OMF   ,-1.63      ,28.02     ,0.00   ,28.59 ,27.82 ,521475    ,28.02     ,28.48 ,-0.02   ,3.79B     ,Financials            ,NYSE    ,17.62    , 
FUN   ,-1.63      ,67.07     ,-1.41  ,68.47 ,67.03 ,202626    ,68.48     ,68.18 ,-2.06   ,3.85B     ,Consumer Discretionary,NYSE    ,21.81    , 
SINA  ,-1.58      ,69.73     ,+0.20  ,70.87 ,69.23 ,629481    ,69.53     ,70.85 ,+0.29   ,4.93B     ,Information Technology,NGM/NGS ,23.10    , 
SC    ,-1.55      ,14.97     ,+0.18  ,15.47 ,14.95 ,1396756   ,14.78     ,15.20 ,+1.25   ,5.30B     ,Financials            ,NYSE    ,6.94     , 
M     ,-1.54      ,32.97     ,-0.26  ,33.67 ,32.88 ,4301371   ,33.22     ,33.48 ,-0.77   ,10.10B    ,Consumer Discretionary,NYSE    ,16.69    , 
AVAL  ,-1.53      ,7.7495    ,-0.0705,7.87  ,7.74  ,76451     ,7.82      ,7.87  ,-0.90   ,8.67B     ,Financials            ,NYSE    ,11.25    , 
VIPS  ,-1.53      ,12.90     ,-0.11  ,13.13 ,12.85 ,2814690   ,13.01     ,13.10 ,-0.85   ,6.60B     ,Consumer Discretionary,NYSE    ,25.60    , 
AAP   ,-1.51      ,156.19    ,-0.42  ,158.59,155.64,713803    ,156.61    ,158.59,-0.27   ,11.53B    ,Consumer Discretionary,NYSE    ,25.26    , 
